"order_id","order_date","ship_mode","segment","country","city","state","postal_code","region","category","sub_category","product_id","cost_price","list_price","quantity","discount_percent","discount_price","sale_price","profit","year","month"
"4138","2023-05-08 00:00:00","Standard Class","Consumer","United States","Alexandria","Virginia","22304","South","Office Supplies","Fasteners","OFF-FA-10000624","30","30","7","4","1.2","28.8","-1.1999999999999993",2023,5
"4139","2023-06-06 00:00:00","First Class","Corporate","United States","Deer Park","Texas","77536","Central","Office Supplies","Binders","OFF-BI-10004654","10","10","6","4","0.4","9.6","-0.40000000000000036",2023,6
"4140","2023-11-30 00:00:00","First Class","Consumer","United States","Philadelphia","Pennsylvania","19120","East","Office Supplies","Storage","OFF-ST-10001228","30","40","3","3","1.2","38.8","8.799999999999997",2023,11
"4141","2023-05-28 00:00:00","First Class","Consumer","United States","Philadelphia","Pennsylvania","19120","East","Furniture","Furnishings","FUR-FU-10003798","80","80","5","2","1.6","78.4","-1.5999999999999943",2023,5
"4142","2022-01-28 00:00:00","Standard Class","Consumer","United States","Wichita","Kansas","67212","Central","Office Supplies","Labels","OFF-LA-10003148","20","20","3","2","0.4","19.6","-0.3999999999999986",2022,1
"4143","2023-06-09 00:00:00","Standard Class","Consumer","United States","Midland","Michigan","48640","Central","Office Supplies","Binders","OFF-BI-10001249","50","60","9","4","2.4","57.6","7.600000000000001",2023,6
"4144","2022-12-08 00:00:00","Standard Class","Home Office","United States","San Francisco","California","94110","West","Office Supplies","Art","OFF-AR-10003759","10","10","7","2","0.2","9.8","-0.1999999999999993",2022,12
"4145","2022-01-03 00:00:00","Standard Class","Home Office","United States","San Francisco","California","94110","West","Office Supplies","Art","OFF-AR-10001227","10","10","3","5","0.5","9.5","-0.5",2022,1
"4146","2022-12-24 00:00:00","Standard Class","Home Office","United States","San Francisco","California","94110","West","Furniture","Chairs","FUR-CH-10000863","100","120","1","5","6","114","14",2022,12
"4147","2023-11-15 00:00:00","Standard Class","Consumer","United States","Freeport","New York","11520","East","Furniture","Furnishings","FUR-FU-10004017","280","320","3","2","6.4","313.6","33.60000000000002",2023,11
"4148","2023-05-29 00:00:00","Standard Class","Consumer","United States","Austin","Texas","78745","Central","Office Supplies","Binders","OFF-BI-10000962","10","10","3","5","0.5","9.5","-0.5",2023,5
"4149","2022-07-15 00:00:00","Standard Class","Consumer","United States","Austin","Texas","78745","Central","Office Supplies","Storage","OFF-ST-10004507","10","10","1","3","0.3","9.7","-0.3000000000000007",2022,7
"4150","2023-02-27 00:00:00","Standard Class","Consumer","United States","Austin","Texas","78745","Central","Technology","Accessories","TEC-AC-10002942","50","60","1","2","1.2","58.8","8.799999999999997",2023,2
"4151","2023-08-24 00:00:00","Standard Class","Consumer","United States","Austin","Texas","78745","Central","Office Supplies","Storage","OFF-ST-10002344","240","260","4","3","7.8","252.2","12.199999999999989",2023,8
"4152","2023-08-10 00:00:00","Standard Class","Consumer","United States","Philadelphia","Pennsylvania","19134","East","Office Supplies","Labels","OFF-LA-10002475","30","30","5","3","0.8999999999999999","29.1","-0.8999999999999986",2023,8
"4153","2022-02-04 00:00:00","Standard Class","Consumer","United States","Philadelphia","Pennsylvania","19134","East","Office Supplies","Paper","OFF-PA-10003072","20","20","3","4","0.8","19.2","-0.8000000000000007",2022,2
"4154","2023-12-11 00:00:00","Standard Class","Consumer","United States","Philadelphia","Pennsylvania","19134","East","Office Supplies","Envelopes","OFF-EN-10001509","0","0","3","2","0","0","0",2023,12
"4155","2022-11-09 00:00:00","Standard Class","Corporate","United States","Bristol","Tennessee","37620","South","Office Supplies","Binders","OFF-BI-10004781","30","40","4","5","2","38","8",2022,11
"4156","2022-06-24 00:00:00","Standard Class","Corporate","United States","Bristol","Tennessee","37620","South","Office Supplies","Binders","OFF-BI-10000145","0","0","3","4","0","0","0",2022,6
"4157","2022-03-30 00:00:00","Second Class","Consumer","United States","Philadelphia","Pennsylvania","19140","East","Technology","Accessories","TEC-AC-10003280","40","50","2","3","1.5","48.5","8.5",2022,3
"4158","2023-12-07 00:00:00","Second Class","Consumer","United States","Philadelphia","Pennsylvania","19140","East","Office Supplies","Binders","OFF-BI-10001107","30","30","6","2","0.6","29.4","-0.6000000000000014",2023,12
"4159","2023-06-08 00:00:00","Standard Class","Corporate","United States","Chicago","Illinois","60610","Central","Office Supplies","Paper","OFF-PA-10000533","20","20","3","2","0.4","19.6","-0.3999999999999986",2023,6
"4160","2022-03-21 00:00:00","Standard Class","Consumer","United States","Columbus","Georgia","31907","South","Office Supplies","Art","OFF-AR-10003056","10","10","3","3","0.3","9.7","-0.3000000000000007",2022,3
"4161","2022-12-19 00:00:00","Standard Class","Consumer","United States","New York City","New York","10035","East","Technology","Phones","TEC-PH-10002834","480","540","3","5","27","513","33",2022,12
"4162","2022-05-09 00:00:00","Standard Class","Consumer","United States","New York City","New York","10035","East","Office Supplies","Storage","OFF-ST-10002214","20","20","2","2","0.4","19.6","-0.3999999999999986",2022,5
"4163","2022-05-26 00:00:00","Standard Class","Consumer","United States","Dover","New Hampshire","3820","East","Office Supplies","Labels","OFF-LA-10004484","20","20","4","3","0.6","19.4","-0.6000000000000014",2022,5
"4164","2022-08-20 00:00:00","Standard Class","Consumer","United States","Dover","New Hampshire","3820","East","Office Supplies","Binders","OFF-BI-10003091","570","670","3","5","33.5","636.5","66.5",2022,8
"4165","2022-12-19 00:00:00","First Class","Corporate","United States","Aurora","Colorado","80013","West","Technology","Accessories","TEC-AC-10003027","140","170","7","3","5.1","164.9","24.900000000000006",2022,12
"4166","2022-10-12 00:00:00","First Class","Corporate","United States","Aurora","Colorado","80013","West","Office Supplies","Storage","OFF-ST-10003638","160","170","9","5","8.5","161.5","1.5",2022,10
"4167","2022-12-14 00:00:00","Standard Class","Corporate","United States","Long Beach","New York","11561","East","Office Supplies","Paper","OFF-PA-10003848","20","20","3","3","0.6","19.4","-0.6000000000000014",2022,12
"4168","2022-02-17 00:00:00","First Class","Consumer","United States","Pasadena","California","91104","West","Office Supplies","Storage","OFF-ST-10002352","30","30","4","2","0.6","29.4","-0.6000000000000014",2022,2
"4169","2023-11-23 00:00:00","First Class","Consumer","United States","Pasadena","California","91104","West","Furniture","Chairs","FUR-CH-10000229","400","430","2","2","8.6","421.4","21.399999999999977",2023,11
"4170","2022-11-09 00:00:00","First Class","Home Office","United States","Mesa","Arizona","85204","West","Office Supplies","Paper","OFF-PA-10000788","30","30","6","5","1.5","28.5","-1.5",2022,11
"4171","2023-01-07 00:00:00","First Class","Home Office","United States","Mesa","Arizona","85204","West","Office Supplies","Paper","OFF-PA-10002968","40","50","3","3","1.5","48.5","8.5",2023,1
"4172","2023-03-20 00:00:00","Standard Class","Consumer","United States","Fresno","California","93727","West","Office Supplies","Storage","OFF-ST-10002486","50","50","7","3","1.5","48.5","-1.5",2023,3
"4173","2022-06-19 00:00:00","Same Day","Consumer","United States","Columbia","South Carolina","29203","South","Office Supplies","Binders","OFF-BI-10002215","10","10","2","2","0.2","9.8","-0.1999999999999993",2022,6
"4174","2022-10-24 00:00:00","Same Day","Consumer","United States","Columbia","South Carolina","29203","South","Office Supplies","Paper","OFF-PA-10000788","10","10","2","5","0.5","9.5","-0.5",2022,10
"4175","2022-09-18 00:00:00","Same Day","Consumer","United States","Columbia","South Carolina","29203","South","Office Supplies","Binders","OFF-BI-10003364","50","60","2","4","2.4","57.6","7.600000000000001",2022,9
"4176","2023-05-25 00:00:00","First Class","Home Office","United States","Santa Ana","California","92704","West","Office Supplies","Art","OFF-AR-10003582","50","60","2","2","1.2","58.8","8.799999999999997",2023,5
"4177","2023-01-31 00:00:00","Standard Class","Corporate","United States","Columbia","South Carolina","29203","South","Technology","Phones","TEC-PH-10003273","540","630","5","3","18.9","611.1","71.10000000000002",2023,1
"4178","2023-05-26 00:00:00","Standard Class","Corporate","United States","Columbia","South Carolina","29203","South","Office Supplies","Paper","OFF-PA-10000100","100","120","3","4","4.8","115.2","15.200000000000003",2023,5
"4179","2023-10-17 00:00:00","Second Class","Consumer","United States","Los Angeles","California","90045","West","Office Supplies","Paper","OFF-PA-10001776","40","50","5","3","1.5","48.5","8.5",2023,10
"4180","2022-07-29 00:00:00","Standard Class","Home Office","United States","San Francisco","California","94109","West","Office Supplies","Binders","OFF-BI-10004182","10","10","9","3","0.3","9.7","-0.3000000000000007",2022,7
"4181","2022-12-25 00:00:00","Standard Class","Consumer","United States","Houston","Texas","77036","Central","Office Supplies","Binders","OFF-BI-10000756","0","0","5","4","0","0","0",2022,12
"4182","2022-06-21 00:00:00","Standard Class","Home Office","United States","New York City","New York","10035","East","Technology","Accessories","TEC-AC-10001539","260","320","4","3","9.6","310.4","50.39999999999998",2022,6
"4183","2023-06-08 00:00:00","Standard Class","Home Office","United States","New York City","New York","10035","East","Office Supplies","Paper","OFF-PA-10002377","20","20","3","3","0.6","19.4","-0.6000000000000014",2023,6
"4184","2022-04-25 00:00:00","Standard Class","Home Office","United States","New York City","New York","10035","East","Office Supplies","Storage","OFF-ST-10000991","290","340","3","5","17","323","33",2022,4
"4185","2022-04-10 00:00:00","First Class","Corporate","United States","Franklin","Massachusetts","2038","East","Furniture","Bookcases","FUR-BO-10002853","70","80","1","2","1.6","78.4","8.400000000000006",2022,4
"4186","2023-10-27 00:00:00","First Class","Consumer","United States","Baltimore","Maryland","21215","East","Technology","Accessories","TEC-AC-10004510","90","100","6","5","5","95","5",2023,10
"4187","2022-08-11 00:00:00","Standard Class","Corporate","United States","Mcallen","Texas","78501","Central","Office Supplies","Binders","OFF-BI-10003712","10","10","7","4","0.4","9.6","-0.40000000000000036",2022,8
"4188","2023-12-18 00:00:00","Standard Class","Corporate","United States","Mcallen","Texas","78501","Central","Office Supplies","Binders","OFF-BI-10002571","0","0","1","4","0","0","0",2023,12
"4189","2023-02-10 00:00:00","Standard Class","Corporate","United States","Mcallen","Texas","78501","Central","Office Supplies","Storage","OFF-ST-10004835","10","10","2","2","0.2","9.8","-0.1999999999999993",2023,2
"4190","2022-04-19 00:00:00","Second Class","Corporate","United States","Iowa City","Iowa","52240","Central","Office Supplies","Paper","OFF-PA-10004022","10","10","1","2","0.2","9.8","-0.1999999999999993",2022,4
"4191","2022-11-29 00:00:00","Standard Class","Consumer","United States","Newark","Delaware","19711","East","Technology","Copiers","TEC-CO-10004722","9240","10500","3","5","525","9975","735",2022,11
"4192","2022-08-15 00:00:00","Same Day","Consumer","United States","Houston","Texas","77070","Central","Office Supplies","Paper","OFF-PA-10004248","20","20","5","4","0.8","19.2","-0.8000000000000007",2022,8
"4193","2022-05-20 00:00:00","Standard Class","Corporate","United States","Boise","Idaho","83704","West","Furniture","Tables","FUR-TA-10000577","630","700","2","5","35","665","35",2022,5
"4194","2022-04-13 00:00:00","Standard Class","Corporate","United States","Boise","Idaho","83704","West","Technology","Phones","TEC-PH-10001254","270","300","3","2","6","294","24",2022,4
"4195","2023-08-03 00:00:00","Standard Class","Consumer","United States","San Diego","California","92105","West","Office Supplies","Art","OFF-AR-10001044","50","50","2","2","1","49","-1",2023,8
"4196","2023-03-19 00:00:00","Standard Class","Consumer","United States","Los Angeles","California","90032","West","Furniture","Furnishings","FUR-FU-10002597","20","20","5","2","0.4","19.6","-0.3999999999999986",2023,3
"4197","2023-06-12 00:00:00","Second Class","Consumer","United States","New York City","New York","10024","East","Office Supplies","Labels","OFF-LA-10004093","20","20","3","4","0.8","19.2","-0.8000000000000007",2023,6
"4198","2022-12-06 00:00:00","Standard Class","Consumer","United States","Philadelphia","Pennsylvania","19134","East","Office Supplies","Appliances","OFF-AP-10000179","350","390","4","2","7.8","382.2","32.19999999999999",2022,12
"4199","2022-07-15 00:00:00","Standard Class","Consumer","United States","Philadelphia","Pennsylvania","19134","East","Office Supplies","Binders","OFF-BI-10001072","20","20","4","3","0.6","19.4","-0.6000000000000014",2022,7
"4200","2022-01-29 00:00:00","Same Day","Home Office","United States","New York City","New York","10024","East","Office Supplies","Labels","OFF-LA-10004093","10","10","1","2","0.2","9.8","-0.1999999999999993",2022,1
"4201","2022-11-19 00:00:00","Same Day","Home Office","United States","New York City","New York","10024","East","Technology","Copiers","TEC-CO-10002095","660","800","2","5","40","760","100",2022,11
"4202","2022-03-03 00:00:00","Same Day","Home Office","United States","New York City","New York","10024","East","Office Supplies","Paper","OFF-PA-10002713","40","40","6","4","1.6","38.4","-1.6000000000000014",2022,3
"4203","2022-06-29 00:00:00","Same Day","Home Office","United States","New York City","New York","10024","East","Office Supplies","Paper","OFF-PA-10002254","170","180","7","3","5.3999999999999995","174.6","4.599999999999994",2022,6
"4204","2023-02-09 00:00:00","Second Class","Consumer","United States","Cranston","Rhode Island","2920","East","Office Supplies","Art","OFF-AR-10001683","40","50","5","4","2","48","8",2023,2
"4205","2022-02-24 00:00:00","Second Class","Consumer","United States","Cranston","Rhode Island","2920","East","Office Supplies","Paper","OFF-PA-10002195","10","10","2","5","0.5","9.5","-0.5",2022,2
"4206","2022-04-11 00:00:00","Second Class","Consumer","United States","Cranston","Rhode Island","2920","East","Furniture","Furnishings","FUR-FU-10002364","10","10","2","4","0.4","9.6","-0.40000000000000036",2022,4
"4207","2023-03-22 00:00:00","Second Class","Consumer","United States","Cranston","Rhode Island","2920","East","Office Supplies","Binders","OFF-BI-10004001","30","30","2","3","0.8999999999999999","29.1","-0.8999999999999986",2023,3
"4208","2023-06-02 00:00:00","Second Class","Consumer","United States","Cranston","Rhode Island","2920","East","Furniture","Furnishings","FUR-FU-10000023","20","20","3","3","0.6","19.4","-0.6000000000000014",2023,6
"4209","2023-02-13 00:00:00","Second Class","Consumer","United States","Cranston","Rhode Island","2920","East","Furniture","Chairs","FUR-CH-10002320","1470","1600","5","5","80","1520","50",2023,2
"4210","2022-10-12 00:00:00","Second Class","Consumer","United States","Cranston","Rhode Island","2920","East","Furniture","Tables","FUR-TA-10003238","360","390","1","4","15.6","374.4","14.399999999999977",2022,10
"4211","2023-11-13 00:00:00","Standard Class","Consumer","United States","Chicago","Illinois","60623","Central","Office Supplies","Paper","OFF-PA-10004965","20","20","2","4","0.8","19.2","-0.8000000000000007",2023,11
"4212","2023-11-08 00:00:00","Second Class","Consumer","United States","Richmond","Kentucky","40475","South","Office Supplies","Paper","OFF-PA-10003016","10","10","3","5","0.5","9.5","-0.5",2023,11
"4213","2023-03-08 00:00:00","Second Class","Consumer","United States","Richmond","Kentucky","40475","South","Office Supplies","Art","OFF-AR-10003651","10","10","2","2","0.2","9.8","-0.1999999999999993",2023,3
"4214","2022-01-02 00:00:00","Second Class","Consumer","United States","Richmond","Kentucky","40475","South","Office Supplies","Paper","OFF-PA-10001363","20","20","2","2","0.4","19.6","-0.3999999999999986",2022,1
"4215","2023-10-05 00:00:00","Standard Class","Consumer","United States","Mishawaka","Indiana","46544","Central","Office Supplies","Binders","OFF-BI-10003876","120","130","3","5","6.5","123.5","3.5",2023,10
"4216","2022-09-12 00:00:00","Standard Class","Consumer","United States","Mount Vernon","New York","10550","East","Office Supplies","Envelopes","OFF-EN-10004007","50","60","4","3","1.7999999999999998","58.2","8.200000000000003",2022,9
"4217","2023-07-16 00:00:00","Standard Class","Corporate","United States","Los Angeles","California","90004","West","Office Supplies","Labels","OFF-LA-10002271","10","10","3","2","0.2","9.8","-0.1999999999999993",2023,7
"4218","2022-06-29 00:00:00","First Class","Corporate","United States","San Francisco","California","94110","West","Furniture","Bookcases","FUR-BO-10003894","390","480","8","2","9.6","470.4","80.39999999999998",2022,6
"4219","2023-07-30 00:00:00","First Class","Corporate","United States","San Francisco","California","94110","West","Technology","Machines","TEC-MA-10000418","4030","4800","2","2","96","4704","674",2023,7
"4220","2023-12-05 00:00:00","Second Class","Consumer","United States","Seattle","Washington","98103","West","Office Supplies","Paper","OFF-PA-10004243","40","40","2","4","1.6","38.4","-1.6000000000000014",2023,12
"4221","2022-01-08 00:00:00","Second Class","Consumer","United States","Seattle","Washington","98103","West","Office Supplies","Binders","OFF-BI-10001759","20","20","6","2","0.4","19.6","-0.3999999999999986",2022,1
"4222","2022-08-28 00:00:00","Second Class","Consumer","United States","Seattle","Washington","98103","West","Technology","Machines","TEC-MA-10001570","370","390","5","5","19.5","370.5","0.5",2022,8
"4223","2023-05-20 00:00:00","Second Class","Consumer","United States","Seattle","Washington","98103","West","Office Supplies","Storage","OFF-ST-10004804","90","100","2","4","4","96","6",2023,5
"4224","2023-08-09 00:00:00","Second Class","Consumer","United States","Seattle","Washington","98103","West","Furniture","Bookcases","FUR-BO-10001519","160","170","3","5","8.5","161.5","1.5",2023,8
"4225","2023-05-06 00:00:00","First Class","Consumer","United States","Quincy","Illinois","62301","Central","Office Supplies","Binders","OFF-BI-10000343","0","0","2","3","0","0","0",2023,5
"4226","2022-03-17 00:00:00","Standard Class","Corporate","United States","Chicago","Illinois","60623","Central","Furniture","Furnishings","FUR-FU-10003930","80","90","3","2","1.8","88.2","8.200000000000003",2022,3
"4227","2022-11-15 00:00:00","Standard Class","Consumer","United States","Urbandale","Iowa","50322","Central","Office Supplies","Fasteners","OFF-FA-10004854","40","50","4","2","1","49","9",2022,11
"4228","2022-08-09 00:00:00","Standard Class","Home Office","United States","Seattle","Washington","98103","West","Furniture","Chairs","FUR-CH-10003396","50","60","1","5","3","57","7",2022,8
"4229","2023-06-22 00:00:00","First Class","Corporate","United States","Richmond","Indiana","47374","Central","Office Supplies","Paper","OFF-PA-10001994","20","20","1","3","0.6","19.4","-0.6000000000000014",2023,6
"4230","2022-11-06 00:00:00","Standard Class","Corporate","United States","Dallas","Texas","75220","Central","Furniture","Furnishings","FUR-FU-10003601","290","330","9","2","6.6000000000000005","323.4","33.39999999999998",2022,11
"4231","2023-03-21 00:00:00","Standard Class","Corporate","United States","Dallas","Texas","75220","Central","Office Supplies","Binders","OFF-BI-10003429","10","10","9","5","0.5","9.5","-0.5",2023,3
"4232","2023-12-23 00:00:00","Standard Class","Corporate","United States","Dallas","Texas","75220","Central","Office Supplies","Paper","OFF-PA-10000232","20","20","3","3","0.6","19.4","-0.6000000000000014",2023,12
"4233","2022-09-16 00:00:00","Standard Class","Corporate","United States","Dallas","Texas","75220","Central","Office Supplies","Paper","OFF-PA-10002195","20","30","6","3","0.8999999999999999","29.1","9.100000000000001",2022,9
"4234","2022-02-13 00:00:00","Standard Class","Corporate","United States","Dallas","Texas","75220","Central","Office Supplies","Binders","OFF-BI-10004492","10","10","1","5","0.5","9.5","-0.5",2022,2
"4235","2023-03-25 00:00:00","First Class","Home Office","United States","Philadelphia","Pennsylvania","19143","East","Office Supplies","Paper","OFF-PA-10004000","10","10","3","4","0.4","9.6","-0.40000000000000036",2023,3
"4236","2023-04-13 00:00:00","First Class","Home Office","United States","Philadelphia","Pennsylvania","19143","East","Office Supplies","Labels","OFF-LA-10004425","20","20","9","3","0.6","19.4","-0.6000000000000014",2023,4
"4237","2023-08-14 00:00:00","Standard Class","Home Office","United States","Rockford","Illinois","61107","Central","Office Supplies","Binders","OFF-BI-10000948","10","10","4","3","0.3","9.7","-0.3000000000000007",2023,8
"4238","2022-06-16 00:00:00","Second Class","Corporate","United States","Philadelphia","Pennsylvania","19134","East","Office Supplies","Art","OFF-AR-10001972","10","10","7","3","0.3","9.7","-0.3000000000000007",2022,6
"4239","2023-08-11 00:00:00","First Class","Home Office","United States","Seattle","Washington","98105","West","Office Supplies","Art","OFF-AR-10004587","20","20","1","4","0.8","19.2","-0.8000000000000007",2023,8
"4240","2023-09-30 00:00:00","Standard Class","Corporate","United States","Grand Rapids","Michigan","49505","Central","Office Supplies","Paper","OFF-PA-10000994","200","210","2","2","4.2","205.8","5.800000000000011",2023,9
"4241","2023-12-02 00:00:00","Standard Class","Home Office","United States","Los Angeles","California","90004","West","Office Supplies","Appliances","OFF-AP-10001366","40","40","4","5","2","38","-2",2023,12
"4242","2022-11-03 00:00:00","Standard Class","Home Office","United States","Los Angeles","California","90004","West","Office Supplies","Binders","OFF-BI-10001636","20","20","3","5","1","19","-1",2022,11
"4243","2022-02-24 00:00:00","First Class","Home Office","United States","Springfield","Virginia","22153","South","Technology","Phones","TEC-PH-10001448","130","150","3","2","3","147","17",2022,2
"4244","2023-03-11 00:00:00","First Class","Home Office","United States","Springfield","Virginia","22153","South","Office Supplies","Paper","OFF-PA-10001776","30","30","3","3","0.8999999999999999","29.1","-0.8999999999999986",2023,3
"4245","2022-03-04 00:00:00","Standard Class","Corporate","United States","Los Angeles","California","90036","West","Technology","Accessories","TEC-AC-10002323","60","70","3","4","2.8000000000000003","67.2","7.200000000000003",2022,3
"4246","2022-02-05 00:00:00","Standard Class","Home Office","United States","Baltimore","Maryland","21215","East","Office Supplies","Art","OFF-AR-10004582","0","0","1","5","0","0","0",2022,2
"4247","2023-02-06 00:00:00","Standard Class","Home Office","United States","Baltimore","Maryland","21215","East","Furniture","Furnishings","FUR-FU-10000576","1000","1050","5","5","52.5","997.5","-2.5",2023,2
"4248","2023-07-30 00:00:00","Standard Class","Home Office","United States","Baltimore","Maryland","21215","East","Furniture","Furnishings","FUR-FU-10004270","20","20","5","5","1","19","-1",2023,7
"4249","2023-02-09 00:00:00","Second Class","Consumer","United States","Fairfield","Connecticut","6824","East","Office Supplies","Binders","OFF-BI-10004236","80","90","6","5","4.5","85.5","5.5",2023,2
"4250","2022-02-28 00:00:00","Second Class","Consumer","United States","Fairfield","Connecticut","6824","East","Furniture","Chairs","FUR-CH-10004997","670","750","4","4","30","720","50",2022,2
"4251","2023-12-12 00:00:00","Same Day","Corporate","United States","New York City","New York","10011","East","Furniture","Chairs","FUR-CH-10000988","840","890","7","3","26.7","863.3","23.299999999999955",2023,12
"4252","2023-07-18 00:00:00","Same Day","Consumer","United States","Lakeland","Florida","33801","South","Technology","Phones","TEC-PH-10004897","50","60","7","5","3","57","7",2023,7
"4253","2022-07-05 00:00:00","Same Day","Consumer","United States","Lakeland","Florida","33801","South","Office Supplies","Art","OFF-AR-10002656","10","10","2","4","0.4","9.6","-0.40000000000000036",2022,7
"4254","2023-11-06 00:00:00","Same Day","Consumer","United States","Lakeland","Florida","33801","South","Technology","Phones","TEC-PH-10004924","10","10","2","3","0.3","9.7","-0.3000000000000007",2023,11
"4255","2022-08-09 00:00:00","First Class","Consumer","United States","Freeport","Illinois","61032","Central","Office Supplies","Paper","OFF-PA-10003127","50","60","3","3","1.7999999999999998","58.2","8.200000000000003",2022,8
"4256","2023-10-31 00:00:00","First Class","Consumer","United States","Freeport","Illinois","61032","Central","Office Supplies","Binders","OFF-BI-10000778","80","100","4","2","2","98","18",2023,10
"4257","2023-11-16 00:00:00","First Class","Consumer","United States","Freeport","Illinois","61032","Central","Furniture","Furnishings","FUR-FU-10001424","10","10","3","5","0.5","9.5","-0.5",2023,11
"4258","2023-05-16 00:00:00","Standard Class","Corporate","United States","Medford","Oregon","97504","West","Office Supplies","Binders","OFF-BI-10000962","10","10","2","4","0.4","9.6","-0.40000000000000036",2023,5
"4259","2023-10-16 00:00:00","First Class","Corporate","United States","Seattle","Washington","98103","West","Furniture","Chairs","FUR-CH-10002880","170","200","2","2","4","196","26",2023,10
"4260","2022-12-24 00:00:00","Second Class","Corporate","United States","New York City","New York","10035","East","Office Supplies","Envelopes","OFF-EN-10004386","40","50","2","4","2","48","8",2022,12
"4261","2022-03-10 00:00:00","Second Class","Corporate","United States","Fairfield","Connecticut","6824","East","Office Supplies","Labels","OFF-LA-10001045","10","10","5","4","0.4","9.6","-0.40000000000000036",2022,3
"4262","2023-10-12 00:00:00","Standard Class","Consumer","United States","Moorhead","Minnesota","56560","Central","Technology","Accessories","TEC-AC-10002006","50","60","4","2","1.2","58.8","8.799999999999997",2023,10
"4263","2023-08-08 00:00:00","Standard Class","Consumer","United States","Columbus","Georgia","31907","South","Office Supplies","Appliances","OFF-AP-10001242","70","80","1","4","3.2","76.8","6.799999999999997",2023,8
"4264","2023-04-14 00:00:00","Standard Class","Consumer","United States","Philadelphia","Pennsylvania","19143","East","Office Supplies","Binders","OFF-BI-10000216","10","10","3","4","0.4","9.6","-0.40000000000000036",2023,4
"4265","2023-12-29 00:00:00","Standard Class","Consumer","United States","Houston","Texas","77036","Central","Furniture","Tables","FUR-TA-10002774","720","860","8","3","25.8","834.2","114.20000000000005",2023,12
"4266","2023-06-28 00:00:00","Standard Class","Consumer","United States","Houston","Texas","77036","Central","Office Supplies","Binders","OFF-BI-10004364","0","0","3","3","0","0","0",2023,6
"4267","2023-07-05 00:00:00","Standard Class","Consumer","United States","Houston","Texas","77036","Central","Furniture","Bookcases","FUR-BO-10000780","830","960","7","4","38.4","921.6","91.60000000000002",2023,7
"4268","2022-02-02 00:00:00","Standard Class","Consumer","United States","Houston","Texas","77036","Central","Office Supplies","Binders","OFF-BI-10001989","10","10","3","2","0.2","9.8","-0.1999999999999993",2022,2
"4269","2023-12-13 00:00:00","Standard Class","Consumer","United States","Houston","Texas","77036","Central","Technology","Accessories","TEC-AC-10004001","150","170","5","4","6.8","163.2","13.199999999999989",2023,12
"4270","2022-08-09 00:00:00","Second Class","Consumer","United States","Seattle","Washington","98115","West","Furniture","Tables","FUR-TA-10000688","700","870","4","2","17.400000000000002","852.6","152.60000000000002",2022,8
"4271","2023-01-28 00:00:00","Standard Class","Corporate","United States","Jackson","Tennessee","38301","South","Furniture","Furnishings","FUR-FU-10003930","570","690","11","3","20.7","669.3","99.29999999999995",2023,1
"4272","2023-03-22 00:00:00","Second Class","Corporate","United States","Baltimore","Maryland","21215","East","Furniture","Furnishings","FUR-FU-10000965","170","210","4","5","10.5","199.5","29.5",2023,3
"4273","2022-06-09 00:00:00","Same Day","Consumer","United States","Murray","Utah","84107","West","Technology","Phones","TEC-PH-10004071","60","70","9","4","2.8000000000000003","67.2","7.200000000000003",2022,6
"4274","2022-11-21 00:00:00","Same Day","Consumer","United States","Murray","Utah","84107","West","Office Supplies","Art","OFF-AR-10001044","20","30","1","4","1.2","28.8","8.8",2022,11
"4275","2023-08-17 00:00:00","Standard Class","Corporate","United States","Seattle","Washington","98105","West","Office Supplies","Binders","OFF-BI-10004140","0","0","1","3","0","0","0",2023,8
"4276","2023-10-05 00:00:00","Standard Class","Corporate","United States","Dallas","Texas","75220","Central","Office Supplies","Appliances","OFF-AP-10002684","40","50","2","5","2.5","47.5","7.5",2023,10
"4277","2023-08-18 00:00:00","Standard Class","Home Office","United States","Seattle","Washington","98105","West","Office Supplies","Storage","OFF-ST-10000046","270","320","2","3","9.6","310.4","40.39999999999998",2023,8
"4278","2023-01-03 00:00:00","Standard Class","Corporate","United States","Lakewood","New Jersey","8701","East","Technology","Machines","TEC-MA-10001047","7640","9100","7","3","273","8827","1187",2023,1
"4279","2022-01-01 00:00:00","Standard Class","Corporate","United States","Lakewood","New Jersey","8701","East","Furniture","Furnishings","FUR-FU-10000550","10","10","2","3","0.3","9.7","-0.3000000000000007",2022,1
"4280","2022-12-30 00:00:00","Standard Class","Corporate","United States","Lakewood","New Jersey","8701","East","Office Supplies","Binders","OFF-BI-10002432","20","30","5","4","1.2","28.8","8.8",2022,12
"4281","2023-10-13 00:00:00","Standard Class","Home Office","United States","New York City","New York","10011","East","Office Supplies","Paper","OFF-PA-10004470","10","10","2","2","0.2","9.8","-0.1999999999999993",2023,10
"4282","2022-04-05 00:00:00","Standard Class","Home Office","United States","New York City","New York","10011","East","Furniture","Chairs","FUR-CH-10001797","70","70","2","3","2.1","67.9","-2.0999999999999943",2022,4
"4283","2022-11-30 00:00:00","First Class","Consumer","United States","Indianapolis","Indiana","46203","Central","Office Supplies","Labels","OFF-LA-10003720","0","0","1","4","0","0","0",2022,11
"4284","2022-11-12 00:00:00","First Class","Consumer","United States","Indianapolis","Indiana","46203","Central","Office Supplies","Binders","OFF-BI-10004600","960","1100","3","5","55","1045","85",2022,11
